Mod:Item:MetaData, Localized Name
quark:stained_clay_tiles:0, White Terracotta Shingles
quark:stained_clay_tiles:1, Orange Terracotta Shingles
quark:stained_clay_tiles:2, Magenta Terracotta Shingles
quark:stained_clay_tiles:3, Light Blue Terracotta Shingles
quark:stained_clay_tiles:4, Yellow Terracotta Shingles
quark:stained_clay_tiles:5, Lime Terracotta Shingles
quark:stained_clay_tiles:6, Pink Terracotta Shingles
quark:stained_clay_tiles:7, Gray Terracotta Shingles
quark:stained_clay_tiles:8, Light Gray Terracotta Shingles
quark:stained_clay_tiles:9, Cyan Terracotta Shingles
quark:stained_clay_tiles:10, Purple Terracotta Shingles
quark:stained_clay_tiles:11, Blue Terracotta Shingles
quark:stained_clay_tiles:12, Brown Terracotta Shingles
quark:stained_clay_tiles:13, Green Terracotta Shingles
quark:stained_clay_tiles:14, Red Terracotta Shingles
quark:stained_clay_tiles:15, Black Terracotta Shingles
quark:stained_clay_tiles_white_stairs, tile.stained_clay_tiles_white_stairs.name
quark:stained_clay_tiles_orange_stairs, tile.stained_clay_tiles_orange_stairs.name
quark:stained_clay_tiles_magenta_stairs, tile.stained_clay_tiles_magenta_stairs.name
quark:stained_clay_tiles_light_blue_stairs, tile.stained_clay_tiles_light_blue_stairs.name
quark:stained_clay_tiles_yellow_stairs, tile.stained_clay_tiles_yellow_stairs.name
quark:stained_clay_tiles_lime_stairs, tile.stained_clay_tiles_lime_stairs.name
quark:stained_clay_tiles_pink_stairs, tile.stained_clay_tiles_pink_stairs.name
quark:stained_clay_tiles_gray_stairs, tile.stained_clay_tiles_gray_stairs.name
quark:stained_clay_tiles_silver_stairs, tile.stained_clay_tiles_silver_stairs.name
quark:stained_clay_tiles_cyan_stairs, tile.stained_clay_tiles_cyan_stairs.name
quark:stained_clay_tiles_purple_stairs, tile.stained_clay_tiles_purple_stairs.name
quark:stained_clay_tiles_blue_stairs, tile.stained_clay_tiles_blue_stairs.name
quark:stained_clay_tiles_brown_stairs, tile.stained_clay_tiles_brown_stairs.name
quark:stained_clay_tiles_green_stairs, tile.stained_clay_tiles_green_stairs.name
quark:stained_clay_tiles_red_stairs, tile.stained_clay_tiles_red_stairs.name
quark:stained_clay_tiles_black_stairs, tile.stained_clay_tiles_black_stairs.name
quark:stained_clay_tiles_white_slab:0, White Terracotta Shingle Slab
quark:stained_clay_tiles_orange_slab:0, Orange Terracotta Shingle Slab
quark:stained_clay_tiles_magenta_slab:0, Magenta Terracotta Shingle Slab
quark:stained_clay_tiles_light_blue_slab:0, Light Blue Terracotta Shingle Slab
quark:stained_clay_tiles_yellow_slab:0, Yellow Terracotta Shingle Slab
quark:stained_clay_tiles_lime_slab:0, Lime Terracotta Shingle Slab
quark:stained_clay_tiles_pink_slab:0, Pink Terracotta Shingle Slab
quark:stained_clay_tiles_gray_slab:0, Gray Terracotta Shingle Slab
quark:stained_clay_tiles_silver_slab:0, Light Gray Terracotta Shingle Slab
quark:stained_clay_tiles_cyan_slab:0, Cyan Terracotta Shingle Slab
quark:stained_clay_tiles_purple_slab:0, Purple Terracotta Shingle Slab
quark:stained_clay_tiles_blue_slab:0, Blue Terracotta Shingle Slab
quark:stained_clay_tiles_brown_slab:0, Brown Terracotta Shingle Slab
quark:stained_clay_tiles_green_slab:0, Green Terracotta Shingle Slab
quark:stained_clay_tiles_red_slab:0, Red Terracotta Shingle Slab
quark:stained_clay_tiles_black_slab:0, Black Terracotta Shingle Slab
quark:bark:0, Oak Bark
quark:bark:1, Spruce Bark
quark:bark:2, Birch Bark
quark:bark:3, Jungle Bark
quark:bark:4, Acacia Bark
quark:bark:5, Dark Oak Bark
quark:bark_oak_wall, tile.bark_oak_wall.name
quark:bark_oak_stairs, tile.bark_oak_stairs.name
quark:bark_oak_slab:0, Oak Bark Slab
quark:bark_spruce_wall, tile.bark_spruce_wall.name
quark:bark_spruce_stairs, tile.bark_spruce_stairs.name
quark:bark_spruce_slab:0, Spruce Bark Slab
quark:bark_birch_wall, tile.bark_birch_wall.name
quark:bark_birch_stairs, tile.bark_birch_stairs.name
quark:bark_birch_slab:0, Birch Bark Slab
quark:bark_jungle_wall, tile.bark_jungle_wall.name
quark:bark_jungle_stairs, tile.bark_jungle_stairs.name
quark:bark_jungle_slab:0, Jungle Bark Slab
quark:bark_acacia_wall, tile.bark_acacia_wall.name
quark:bark_acacia_stairs, tile.bark_acacia_stairs.name
quark:bark_acacia_slab:0, Acacia Bark Slab
quark:bark_dark_oak_wall, tile.bark_dark_oak_wall.name
quark:bark_dark_oak_stairs, tile.bark_dark_oak_stairs.name
quark:bark_dark_oak_slab:0, Dark Oak Bark Slab
quark:sturdy_stone, tile.sturdy_stone.name
quark:iron_plate:0, Iron Plate
quark:iron_plate:1, Rusty Iron Plate
quark:iron_plate_stairs, tile.iron_plate_stairs.name
quark:iron_plate_slab:0, Iron Plate Slab
quark:sandy_bricks, tile.sandy_bricks.name
quark:sandy_bricks_stairs, tile.sandy_bricks_stairs.name
quark:sandy_bricks_slab:0, Sandy Brick Slab
quark:sandy_bricks_wall, tile.sandy_bricks_wall.name
quark:stone_stairs, tile.stone_stairs.name
quark:stone_granite_stairs, tile.stone_granite_stairs.name
quark:stone_granite_slab:0, Granite Slab
quark:stone_diorite_stairs, tile.stone_diorite_stairs.name
quark:stone_diorite_slab:0, Diorite Slab
quark:stone_andesite_stairs, tile.stone_andesite_stairs.name
quark:stone_andesite_slab:0, Andesite Slab
quark:end_bricks_stairs, tile.end_bricks_stairs.name
quark:end_bricks_slab:0, End Brick Slab
quark:prismarine_stairs, tile.prismarine_stairs.name
quark:prismarine_slab:0, Prismarine Slab
quark:prismarine_bricks_stairs, tile.prismarine_bricks_stairs.name
quark:prismarine_bricks_slab:0, Prismarine Brick Slab
quark:prismarine_dark_stairs, tile.prismarine_dark_stairs.name
quark:prismarine_dark_slab:0, Dark Prismarine Slab
quark:red_nether_brick_stairs, tile.red_nether_brick_stairs.name
quark:red_nether_brick_slab:0, Red Nether Brick Slab
quark:thatch, tile.thatch.name
quark:thatch_stairs, tile.thatch_stairs.name
quark:thatch_slab:0, Thatch Slab
quark:charred_nether_bricks, tile.charred_nether_bricks.name
quark:charred_nether_brick_stairs, tile.charred_nether_brick_stairs.name
quark:charred_nether_brick_slab:0, Charred Nether Brick Slab
quark:world_stone_bricks:0, Granite Bricks
quark:world_stone_bricks:1, Diorite Bricks
quark:world_stone_bricks:2, Andesite Bricks
quark:world_stone_bricks:3, Basalt Bricks
quark:world_stone_bricks:4, Marble Bricks
quark:world_stone_bricks:5, Limestone Bricks
quark:stone_granite_bricks_stairs, tile.stone_granite_bricks_stairs.name
quark:stone_diorite_bricks_stairs, tile.stone_diorite_bricks_stairs.name
quark:stone_andesite_bricks_stairs, tile.stone_andesite_bricks_stairs.name
quark:stone_basalt_bricks_stairs, tile.stone_basalt_bricks_stairs.name
quark:stone_marble_bricks_stairs, tile.stone_marble_bricks_stairs.name
quark:stone_limestone_bricks_stairs, tile.stone_limestone_bricks_stairs.name
quark:stone_granite_bricks_slab:0, Granite Brick Slab
quark:stone_diorite_bricks_slab:0, Diorite Brick Slab
quark:stone_andesite_bricks_slab:0, Andesite Brick Slab
quark:stone_basalt_bricks_slab:0, Basalt Brick Slab
quark:stone_marble_bricks_slab:0, Marble Brick Slab
quark:stone_limestone_bricks_slab:0, Limestone Brick Slab
quark:stone_granite_bricks_wall, tile.stone_granite_bricks_wall.name
quark:stone_diorite_bricks_wall, tile.stone_diorite_bricks_wall.name
quark:stone_andesite_bricks_wall, tile.stone_andesite_bricks_wall.name
quark:stone_basalt_bricks_wall, tile.stone_basalt_bricks_wall.name
quark:stone_marble_bricks_wall, tile.stone_marble_bricks_wall.name
quark:stone_limestone_bricks_wall, tile.stone_limestone_bricks_wall.name
quark:midori_block, tile.midori_block.name
quark:midori_pillar, tile.midori_pillar.name
quark:midori_block_stairs, tile.midori_block_stairs.name
quark:midori_block_slab:0, Midori Slab
quark:midori_block_wall, tile.midori_block_wall.name
quark:magma_bricks, tile.magma_bricks.name
quark:magma_bricks_stairs, tile.magma_bricks_stairs.name
quark:magma_bricks_slab:0, Magma Brick Slab
quark:vertical_planks:0, Vertical Oak Wood Planks
quark:vertical_planks:1, Vertical Spruce Wood Planks
quark:vertical_planks:2, Vertical Birch Wood Planks
quark:vertical_planks:3, Vertical Jungle Wood Planks
quark:vertical_planks:4, Vertical Acacia Wood Planks
quark:vertical_planks:5, Vertical Dark Oak Wood Planks
quark:vertical_stained_planks:0, Vertical White Stained Planks
quark:vertical_stained_planks:1, Vertical Orange Stained Planks
quark:vertical_stained_planks:2, Vertical Magenta Stained Planks
quark:vertical_stained_planks:3, Vertical Light Blue Stained Planks
quark:vertical_stained_planks:4, Vertical Yellow Stained Planks
quark:vertical_stained_planks:5, Vertical Lime Stained Planks
quark:vertical_stained_planks:6, Vertical Pink Stained Planks
quark:vertical_stained_planks:7, Vertical Gray Stained Planks
quark:vertical_stained_planks:8, Vertical Light Gray Stained Planks
quark:vertical_stained_planks:9, Vertical Cyan Stained Planks
quark:vertical_stained_planks:10, Vertical Purple Stained Planks
quark:vertical_stained_planks:11, Vertical Blue Stained Planks
quark:vertical_stained_planks:12, Vertical Brown Stained Planks
quark:vertical_stained_planks:13, Vertical Green Stained Planks
quark:vertical_stained_planks:14, Vertical Red Stained Planks
quark:vertical_stained_planks:15, Vertical Black Stained Planks
quark:duskbound_block, tile.duskbound_block.name
quark:duskbound_lantern, tile.duskbound_lantern.name
quark:duskbound_block_stairs, tile.duskbound_block_stairs.name
quark:duskbound_block_slab:0, Duskbound Slab
quark:duskbound_block_wall, tile.duskbound_block_wall.name
quark:world_stone_pavement:0, Granite Pavement
quark:world_stone_pavement:1, Diorite Pavement
quark:world_stone_pavement:2, Andesite Pavement
quark:world_stone_pavement:3, Basalt Pavement
quark:world_stone_pavement:4, Marble Pavement
quark:world_stone_pavement:5, Limestone Pavement
quark:reed_block, tile.reed_block.name
quark:reed_block_stairs, tile.reed_block_stairs.name
quark:reed_block_slab:0, Sugar Cane Slab
quark:reed_block_wall, tile.reed_block_wall.name
quark:snow_bricks, tile.snow_bricks.name
quark:snow_bricks_stairs, tile.snow_bricks_stairs.name
quark:snow_bricks_slab:0, Snow Brick Slab
quark:snow_bricks_wall, tile.snow_bricks_wall.name
quark:carved_wood:0, Carved Oak Wood
quark:carved_wood:1, Carved Spruce Wood
quark:carved_wood:2, Carved Birch Wood
quark:carved_wood:3, Carved Jungle Wood
quark:carved_wood:4, Carved Acacia Wood
quark:carved_wood:5, Carved Dark Oak Wood
quark:soul_sandstone:0, Soul Sandstone
quark:soul_sandstone:1, Chiseled Soul Sandstone
quark:soul_sandstone:2, Smooth Soul Sandstone
quark:soul_sandstone_slab:0, Soul Sandstone Slab
quark:soul_sandstone_stairs, tile.soul_sandstone_stairs.name
quark:soul_sandstone_wall, tile.soul_sandstone_wall.name
quark:framed_glass, tile.framed_glass.name
quark:framed_glass_pane, tile.framed_glass_pane.name
quark:polished_netherrack:0, Netherwrought Stone
quark:polished_netherrack:1, Netherwrought Bricks
quark:polished_netherrack_bricks_stairs, tile.polished_netherrack_bricks_stairs.name
quark:polished_netherrack_bricks_slab:0, Netherwrought Brick Slab
quark:polished_netherrack_bricks_wall, tile.polished_netherrack_bricks_wall.name
quark:trowel, item.trowel.name
quark:quilted_wool:0, White Quilted Wool
quark:quilted_wool:1, Orange Quilted Wool
quark:quilted_wool:2, Magenta Quilted Wool
quark:quilted_wool:3, Light Blue Quilted Wool
quark:quilted_wool:4, Yellow Quilted Wool
quark:quilted_wool:5, Lime Quilted Wool
quark:quilted_wool:6, Pink Quilted Wool
quark:quilted_wool:7, Gray Quilted Wool
quark:quilted_wool:8, Light Gray Quilted Wool
quark:quilted_wool:9, Cyan Quilted Wool
quark:quilted_wool:10, Purple Quilted Wool
quark:quilted_wool:11, Blue Quilted Wool
quark:quilted_wool:12, Brown Quilted Wool
quark:quilted_wool:13, Green Quilted Wool
quark:quilted_wool:14, Red Quilted Wool
quark:quilted_wool:15, Black Quilted Wool
quark:glowstone_dust_block, tile.glowstone_dust_block.name
quark:gunpowder_block, tile.gunpowder_block.name
quark:arrow_ender, item.arrow_ender.name
quark:arrow_explosive, item.arrow_explosive.name
quark:arrow_torch, item.arrow_torch.name
quark:slime_bucket:0, Slime in a Bucket
quark:rune:0, White Rune
quark:rune:1, Orange Rune
quark:rune:2, Magenta Rune
quark:rune:3, Light Blue Rune
quark:rune:4, Yellow Rune
quark:rune:5, Lime Rune
quark:rune:6, Pink Rune
quark:rune:7, Gray Rune
quark:rune:8, Light Gray Rune
quark:rune:9, Cyan Rune
quark:rune:10, Purple Rune
quark:rune:11, Blue Rune
quark:rune:12, Brown Rune
quark:rune:13, Green Rune
quark:rune:14, Red Rune
quark:rune:15, Black Rune
quark:rune:16, Rainbow Rune
quark:black_ash, tile.black_ash.name
quark:ancient_tome, item.ancient_tome.name
quark:soul_powder, item.soul_powder.name
quark:parrot_egg:0, Red Parrot Egg
quark:parrot_egg:1, Blue Parrot Egg
quark:parrot_egg:2, Green Parrot Egg
quark:parrot_egg:3, Cyan Parrot Egg
quark:parrot_egg:4, Gray Parrot Egg
quark:enderdragon_scale, item.enderdragon_scale.name
quark:witch_hat, item.witch_hat.name
quark:pirate_hat, item.pirate_hat.name
quark:marble:0, Marble
quark:marble:1, Polished Marble
quark:stone_marble_slab:0, Marble Slab
quark:stone_marble_stairs, tile.stone_marble_stairs.name
quark:marble_wall, tile.marble_wall.name
quark:limestone:0, Limestone
quark:limestone:1, Polished Limestone
quark:stone_limestone_slab:0, Limestone Slab
quark:stone_limestone_stairs, tile.stone_limestone_stairs.name
quark:limestone_wall, tile.limestone_wall.name
quark:crystal:0, White Cave Crystal
quark:crystal:1, Red Cave Crystal
quark:crystal:2, Orange Cave Crystal
quark:crystal:3, Yellow Cave Crystal
quark:crystal:4, Green Cave Crystal
quark:crystal:5, Blue Cave Crystal
quark:crystal:6, Indigo Cave Crystal
quark:crystal:7, Violet Cave Crystal
quark:biome_cobblestone:0, Brimstone
quark:biome_cobblestone:1, Permafrost
quark:fire_stone_slab:0, Brimstone Slab
quark:fire_stone_stairs, tile.fire_stone_stairs.name
quark:icy_stone_slab:0, Permafrost Slab
quark:icy_stone_stairs, tile.icy_stone_stairs.name
quark:fire_stone_wall, tile.fire_stone_wall.name
quark:icy_stone_wall, tile.icy_stone_wall.name
quark:glowcelium, tile.glowcelium.name
quark:glowshroom, tile.glowshroom.name
quark:stone_speleothem, tile.stone_speleothem.name
quark:granite_speleothem, tile.granite_speleothem.name
quark:diorite_speleothem, tile.diorite_speleothem.name
quark:andesite_speleothem, tile.andesite_speleothem.name
quark:netherrack_speleothem, tile.netherrack_speleothem.name
quark:basalt_speleothem, tile.basalt_speleothem.name
quark:marble_speleothem, tile.marble_speleothem.name
quark:limestone_speleothem, tile.limestone_speleothem.name
quark:soul_bead, item.soul_bead.name
quark:biotite_ore, tile.biotite_ore.name
quark:biotite_block:0, Block of Biotite
quark:biotite_block:1, Chiseled Biotite Block
quark:biotite_block:2, Pillar Biotite Block
quark:biotite, item.biotite.name
quark:biotite_slab:0, Biotite Slab
quark:biotite_stairs, tile.biotite_stairs.name
quark:biotite_wall, tile.biotite_wall.name
quark:basalt:0, Basalt
quark:basalt:1, Polished Basalt
quark:stone_basalt_slab:0, Basalt Slab
quark:stone_basalt_stairs, tile.stone_basalt_stairs.name
quark:basalt_wall, tile.basalt_wall.name
quark:smoker, tile.smoker.name
quark:chute, tile.chute.name
quark:sugar_block, tile.sugar_block.name
quark:redstone_randomizer, tile.redstone_randomizer.name
quark:iron_button, tile.iron_button.name
quark:gold_button, tile.gold_button.name
quark:iron_rod, tile.iron_rod.name
quark:obsidian_pressure_plate, tile.obsidian_pressure_plate.name
quark:rain_detector, tile.rain_detector.name
quark:glass_shards:0, Glass Shard
quark:glass_shards:1, White Glass Shard
quark:glass_shards:2, Orange Glass Shard
quark:glass_shards:3, Magenta Glass Shard
quark:glass_shards:4, Light Blue Glass Shard
quark:glass_shards:5, Yellow Glass Shard
quark:glass_shards:6, Lime Glass Shard
quark:glass_shards:7, Pink Glass Shard
quark:glass_shards:8, Gray Glass Shard
quark:glass_shards:9, Light Gray Glass Shard
quark:glass_shards:10, Cyan Glass Shard
quark:glass_shards:11, Purple Glass Shard
quark:glass_shards:12, Blue Glass Shard
quark:glass_shards:13, Brown Glass Shard
quark:glass_shards:14, Green Glass Shard
quark:glass_shards:15, Red Glass Shard
quark:glass_shards:16, Black Glass Shard
quark:spruce_trapdoor, tile.spruce_trapdoor.name
quark:birch_trapdoor, tile.birch_trapdoor.name
quark:jungle_trapdoor, tile.jungle_trapdoor.name
quark:acacia_trapdoor, tile.acacia_trapdoor.name
quark:dark_oak_trapdoor, tile.dark_oak_trapdoor.name
quark:paper_wall, tile.paper_wall.name
quark:paper_wall_big, tile.paper_wall_big.name
quark:iron_ladder, tile.iron_ladder.name
quark:paper_lantern, tile.paper_lantern.name
quark:colored_flowerpot_white, tile.colored_flowerpot_white.name
quark:colored_flowerpot_orange, tile.colored_flowerpot_orange.name
quark:colored_flowerpot_magenta, tile.colored_flowerpot_magenta.name
quark:colored_flowerpot_light_blue, tile.colored_flowerpot_light_blue.name
quark:colored_flowerpot_yellow, tile.colored_flowerpot_yellow.name
quark:colored_flowerpot_lime, tile.colored_flowerpot_lime.name
quark:colored_flowerpot_pink, tile.colored_flowerpot_pink.name
quark:colored_flowerpot_gray, tile.colored_flowerpot_gray.name
quark:colored_flowerpot_silver, tile.colored_flowerpot_silver.name
quark:colored_flowerpot_cyan, tile.colored_flowerpot_cyan.name
quark:colored_flowerpot_purple, tile.colored_flowerpot_purple.name
quark:colored_flowerpot_blue, tile.colored_flowerpot_blue.name
quark:colored_flowerpot_brown, tile.colored_flowerpot_brown.name
quark:colored_flowerpot_green, tile.colored_flowerpot_green.name
quark:colored_flowerpot_red, tile.colored_flowerpot_red.name
quark:colored_flowerpot_black, tile.colored_flowerpot_black.name
quark:custom_bookshelf:0, Spruce Bookshelf
quark:custom_bookshelf:1, Birch Bookshelf
quark:custom_bookshelf:2, Jungle Bookshelf
quark:custom_bookshelf:3, Acacia Bookshelf
quark:custom_bookshelf:4, Dark Oak Bookshelf
quark:colored_item_frame:0, White Item Frame
quark:colored_item_frame:1, Orange Item Frame
quark:colored_item_frame:2, Magenta Item Frame
quark:colored_item_frame:3, Light Blue Item Frame
quark:colored_item_frame:4, Yellow Item Frame
quark:colored_item_frame:5, Lime Item Frame
quark:colored_item_frame:6, Pink Item Frame
quark:colored_item_frame:7, Gray Item Frame
quark:colored_item_frame:8, Light Gray Item Frame
quark:colored_item_frame:9, Cyan Item Frame
quark:colored_item_frame:10, Purple Item Frame
quark:colored_item_frame:11, Blue Item Frame
quark:colored_item_frame:12, Brown Item Frame
quark:colored_item_frame:13, Green Item Frame
quark:colored_item_frame:14, Red Item Frame
quark:colored_item_frame:15, Black Item Frame
quark:lit_lamp, tile.lit_lamp.name
quark:custom_chest:0, Spruce Chest
quark:custom_chest:1, Birch Chest
quark:custom_chest:2, Jungle Chest
quark:custom_chest:3, Acacia Chest
quark:custom_chest:4, Dark Oak Chest
quark:custom_chest_trap:0, Spruce Trapped Chest
quark:custom_chest_trap:1, Birch Trapped Chest
quark:custom_chest_trap:2, Jungle Trapped Chest
quark:custom_chest_trap:3, Acacia Trapped Chest
quark:custom_chest_trap:4, Dark Oak Trapped Chest
quark:candle:0, White Candle
quark:candle:1, Orange Candle
quark:candle:2, Magenta Candle
quark:candle:3, Light Blue Candle
quark:candle:4, Yellow Candle
quark:candle:5, Lime Candle
quark:candle:6, Pink Candle
quark:candle:7, Gray Candle
quark:candle:8, Light Gray Candle
quark:candle:9, Cyan Candle
quark:candle:10, Purple Candle
quark:candle:11, Blue Candle
quark:candle:12, Brown Candle
quark:candle:13, Green Candle
quark:candle:14, Red Candle
quark:candle:15, Black Candle
quark:tallow, item.tallow.name
quark:blaze_lantern, tile.blaze_lantern.name
quark:nether_brick_fence_gate, tile.nether_brick_fence_gate.name
quark:leaf_carpet:0, Oak Leaf Carpet
quark:leaf_carpet:1, Spruce Leaf Carpet
quark:leaf_carpet:2, Birch Leaf Carpet
quark:leaf_carpet:3, Jungle Leaf Carpet
quark:leaf_carpet:4, Acacia Leaf Carpet
quark:leaf_carpet:5, Dark Oak Leaf Carpet
quark:spruce_pressure_plate, tile.spruce_pressure_plate.name
quark:birch_pressure_plate, tile.birch_pressure_plate.name
quark:jungle_pressure_plate, tile.jungle_pressure_plate.name
quark:acacia_pressure_plate, tile.acacia_pressure_plate.name
quark:dark_oak_pressure_plate, tile.dark_oak_pressure_plate.name
quark:spruce_button, tile.spruce_button.name
quark:birch_button, tile.birch_button.name
quark:jungle_button, tile.jungle_button.name
quark:acacia_button, tile.acacia_button.name
quark:dark_oak_button, tile.dark_oak_button.name
quark:charcoal_block, tile.charcoal_block.name
quark:glass_item_frame, item.glass_item_frame.name
chiselsandbits:chisel_stone, Stone Chisel
chiselsandbits:chisel_iron, Iron Chisel
chiselsandbits:chisel_gold, Golden Chisel
chiselsandbits:chisel_diamond, Diamond Chisel
chiselsandbits:positiveprint, Positive Chisel Design
chiselsandbits:negativeprint, Negative Chisel Design
chiselsandbits:mirrorprint, Mirror Chisel Design
chiselsandbits:bit_bag, Chiseled Bit Bag
chiselsandbits:wrench_wood, Wooden Wrench
chiselsandbits:bitsaw_diamond, Diamond Bit Saw
chiselsandbits:block_bit:0, Chiseled Bit - Stone
chiselsandbits:block_bit:0, Chiseled Bit - Granite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Granite
chiselsandbits:block_bit:0, Chiseled Bit - Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Grass Block
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Coarse Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sand
chiselsandbits:block_bit:0, Chiseled Bit - Red Sand
chiselsandbits:block_bit:0, Chiseled Bit - Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Birch Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Wet Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Block
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Wool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Wool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Wool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Wool
chiselsandbits:block_bit:0, Chiseled Bit - Green Wool
chiselsandbits:block_bit:0, Chiseled Bit - Red Wool
chiselsandbits:block_bit:0, Chiseled Bit - Black Wool
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gold
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iron
chiselsandbits:block_bit:0, Chiseled Bit - Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Oak Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Moss Stone
chiselsandbits:block_bit:0, Chiseled Bit - Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Diamond
chiselsandbits:block_bit:0, Chiseled Bit - Crafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ice
chiselsandbits:block_bit:0, Chiseled Bit - Snow
chiselsandbits:block_bit:0, Chiseled Bit - Clay
chiselsandbits:block_bit:0, Chiseled Bit - Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - White Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Green Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Red Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Black Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone Bricks
